emp_no,first_name,last_name,dept_name,from_date,to_date
58499,Marjo,Pileggi,Development,1986-07-01,9999-01-01
58500,Gad,Gargeya,Development,1997-09-02,9999-01-01
58503,Vitali,Limongiello,Development,1996-02-07,9999-01-01
58508,Vasilis,Ravishankar,Development,1996-03-07,9999-01-01
58509,Anneli,Laurillard,Sales,1987-11-09,9999-01-01
58511,Udaiprakash,Setlzner,Development,1996-12-28,9999-01-01
58515,Radhia,Hertweck,Finance,1990-05-27,9999-01-01
58516,Xianlong,Knightly,Sales,1990-11-13,9999-01-01
58517,Zita,Stentiford,Sales,1995-11-22,9999-01-01
58518,Along,Perfilyeva,Development,1985-10-31,9999-01-01
58523,Prasadram,Bazelow,Production,1990-04-13,9999-01-01
58524,Jaideep,Sidhu,Development,1986-01-20,9999-01-01
58527,Feixiong,Daescu,Production,1999-10-12,9999-01-01
58534,Beshir,Jayawardene,Sales,1999-03-07,9999-01-01
58535,Susanna,Gruenwald,Production,1990-09-10,9999-01-01
58536,Tetsurou,Ullian,Production,1987-05-26,9999-01-01
58541,Anneli,Pouyioutas,Marketing,1997-02-08,9999-01-01
58543,Gully,Beausoleil,Production,1986-09-12,9999-01-01
58559,Moti,Lamparter,Production,1995-03-09,9999-01-01
58567,Eric,Scallan,Sales,1995-10-20,9999-01-01
58569,Moriyoshi,Emiris,Sales,1989-10-01,9999-01-01
58570,Suebskul,Blokdijk,Finance,1990-07-04,9999-01-01
58575,Pasqua,Pfau,Development,1995-04-18,9999-01-01
58576,Xianlong,Fraisse,Production,1988-01-21,9999-01-01
58580,Zhiguo,Lienhardt,Production,1986-09-22,9999-01-01
58586,Guozhong,Zockler,Customer Service,1998-10-09,9999-01-01
58587,Zijian,Detkin,Production,1996-02-05,9999-01-01
58590,Jayson,Roisin,Sales,1988-05-20,9999-01-01
58593,Hatsukazu,Petersohn,Production,1985-05-19,9999-01-01
58594,Arne,Schusler,Production,1993-11-02,9999-01-01
58602,Gen,Bahl,Development,1994-07-30,9999-01-01
58606,Jiakeng,Zaumen,Production,1989-09-24,9999-01-01
58608,Jenwei,Khalid,Marketing,1987-10-25,9999-01-01
58609,Behnaam,Mawatari,Human Resources,1998-07-28,9999-01-01
58620,Toshimori,Rosenbaum,Sales,1986-09-15,9999-01-01
58626,Moss,Reghbati,Human Resources,1999-12-03,9999-01-01
58632,Kwangjo,Penn,Development,1997-08-09,9999-01-01
58635,Giordano,Rabejac,Production,1992-07-22,9999-01-01
58636,Sandeepan,Chinal,Human Resources,1989-04-16,9999-01-01
58637,Mohamadou,Peck,Production,1988-11-15,9999-01-01
58640,Noritoshi,Karcich,Production,1988-07-27,9999-01-01
58644,Atilio,Ermel,Sales,1999-11-20,9999-01-01
58646,Froduald,Goodrum,Quality Management,1990-09-04,9999-01-01
58653,Gretta,Hedayat,Finance,1990-12-23,9999-01-01
58657,Pasqua,Kaltofen,Production,1986-12-04,9999-01-01
58659,Claude,Rosin,Marketing,1991-08-04,9999-01-01
58663,Owen,Coorg,Human Resources,1989-04-11,9999-01-01
58665,Mabhin,Marquardt,Sales,1986-06-27,9999-01-01
58666,Guangming,Schmezko,Sales,1989-08-14,9999-01-01
58670,Parto,Maccarone,Production,1990-02-12,9999-01-01
58672,Hatsukazu,Pavlopoulou,Customer Service,2002-03-09,9999-01-01
58677,Bowen,Madeira,Development,1996-05-02,9999-01-01
58678,Vivian,Zwicker,Development,1985-11-15,9999-01-01
58682,Siamak,Flasterstein,Marketing,1997-07-14,9999-01-01
58684,Frederique,Denny,Development,1996-05-28,9999-01-01
58685,Yuping,Puppe,Marketing,1989-01-27,9999-01-01
58689,Zengping,Ushiama,Human Resources,1989-02-02,9999-01-01
58691,Narain,England,Finance,1987-03-26,9999-01-01
58694,Kasidit,Kragelund,Sales,1988-08-06,9999-01-01
58696,Zsolt,Ruemmler,Marketing,1985-10-03,9999-01-01
58709,Mang,Szmurlo,Sales,1996-05-21,9999-01-01
58710,Jessie,Lindenbaum,Human Resources,1989-08-13,9999-01-01
58719,Eishiro,Levergood,Production,1990-03-15,9999-01-01
58727,Junichi,Rullman,Development,1985-06-15,9999-01-01
58728,Boguslaw,Parfitt,Development,1986-06-29,9999-01-01
58735,Krassimir,Mayerwieser,Development,1999-06-02,9999-01-01
58736,Cheong,Denny,Development,1995-10-26,9999-01-01
58743,Hitofumi,Stentiford,Production,1994-10-23,9999-01-01
58749,Sachem,Junet,Development,1999-09-24,9999-01-01
58755,Indrajit,Zedlitz,Customer Service,1989-08-25,9999-01-01
58757,Aria,Dechter,Sales,1995-05-09,9999-01-01
58767,Rildo,Barreiro,Customer Service,1991-03-21,9999-01-01
58773,Geoffry,Yavatkar,Quality Management,1986-11-14,9999-01-01
58779,Junichi,Eppinger,Development,1998-07-02,9999-01-01
58780,Adin,Katzenelson,Customer Service,1990-11-29,9999-01-01
58781,Matt,Gischer,Production,2002-06-30,9999-01-01
58787,Kristina,Erie,Development,1998-06-10,9999-01-01
58788,Shmuel,Anger,Development,1986-01-27,9999-01-01
58789,Hercules,Cochrane,Development,1988-04-25,9999-01-01
58790,Peternela,Zockler,Sales,1987-11-26,9999-01-01
58795,Magdalena,Tsukuda,Marketing,1998-12-29,9999-01-01
58797,Xiaoheng,Breugel,Sales,1986-10-03,9999-01-01
58806,Shakhar,Naumovich,Sales,1990-10-02,9999-01-01
58807,Murthy,Koshino,Sales,1987-08-05,9999-01-01
58812,Fumiyo,Keohane,Development,1995-09-26,9999-01-01
58814,Gurbir,Loncour,Customer Service,1990-01-12,9999-01-01
58817,Xiaobin,Slutz,Development,1997-06-05,9999-01-01
58818,Tsvetan,Sidje,Human Resources,1997-09-03,9999-01-01
58823,Feiyu,Pleszkun,Sales,1992-09-02,9999-01-01
58824,Claudi,Baalen,Production,1991-05-12,9999-01-01
58825,JoAnna,Swist,Sales,1985-07-01,9999-01-01
58826,Emdad,Peral,Production,1988-05-19,9999-01-01
58830,Uzi,Cunliffe,Production,1986-02-27,9999-01-01
58832,Dinah,Szilard,Research,1992-02-26,9999-01-01
58835,Van,Vigier,Production,1986-12-11,9999-01-01
58836,Constantino,Rahimi,Quality Management,1985-12-27,9999-01-01
58837,Bowen,Waleschkowski,Production,1991-10-08,9999-01-01
58841,Toshiko,Heuter,Development,1993-03-12,9999-01-01
58847,Jeanne,Mikschl,Customer Service,1992-10-22,9999-01-01
58848,Cathie,Cichocki,Quality Management,1993-08-05,9999-01-01
58849,Takanari,Herath,Customer Service,1991-03-25,9999-01-01
58855,Lidong,Assaf,Research,1998-08-30,9999-01-01
58859,Holgard,Thombley,Customer Service,1989-06-13,9999-01-01
58860,Xudong,Lindenbaum,Quality Management,1994-05-30,9999-01-01
58862,Alagu,Cannata,Research,1994-07-30,9999-01-01
58864,Tonia,Plumb,Production,1990-03-08,9999-01-01
58869,Nahid,Eugenio,Development,1993-06-17,9999-01-01
58876,Zhenbing,Chinen,Marketing,1998-05-02,9999-01-01
58879,Cathie,Ushiama,Production,1992-12-13,9999-01-01
58891,Make,Munawer,Sales,1989-08-22,9999-01-01
58892,Masami,Cyne,Marketing,1990-04-15,9999-01-01
58897,Kirk,Suermann,Marketing,1989-12-09,9999-01-01
58901,Sreenivas,Potthoff,Production,1995-04-29,9999-01-01
58904,Moti,Validov,Sales,1998-04-05,9999-01-01
58909,Halsur,Serov,Customer Service,1997-12-17,9999-01-01
58913,Shahaf,Slaats,Development,1998-05-05,9999-01-01
58914,Aemilian,Passino,Production,1999-08-07,9999-01-01
58932,Horward,Seuren,Sales,1989-03-07,9999-01-01
58934,Bouchung,Hardjono,Quality Management,1988-02-01,9999-01-01
58943,Alejandra,Luks,Finance,1990-10-16,9999-01-01
58949,Sanjai,Billingsley,Production,1995-11-25,9999-01-01
58950,Remzi,Bernardeschi,Development,1992-02-25,9999-01-01
58957,Feiyu,Luft,Research,1994-07-19,9999-01-01
58959,Younwoo,Gecseg,Sales,1990-06-28,9999-01-01
58970,Yongmin,Waterhouse,Development,1994-02-16,9999-01-01
58973,Marke,Decleir,Development,1987-04-02,9999-01-01
58974,Wonhee,Ravishankar,Finance,1990-05-15,9999-01-01
58981,Kazuhiko,Kushner,Sales,1991-05-18,9999-01-01
58991,Annemarie,Schaap,Finance,1998-04-14,9999-01-01
58996,Sven,Dengi,Development,1986-10-30,9999-01-01
59000,Yuriy,Barvinok,Sales,1992-10-17,9999-01-01
59002,Alselm,Maraist,Production,1989-09-14,9999-01-01
59005,Juyoung,Conde,Finance,1999-06-02,9999-01-01
59007,Patricio,Hiltgen,Quality Management,1993-06-20,9999-01-01
59011,Jouni,Flowers,Development,1989-11-24,9999-01-01
59016,Terresa,Kornyak,Development,1986-05-11,9999-01-01
59017,Akhilish,Pews,Research,1996-07-07,9999-01-01
59018,Marsal,Liesche,Sales,1990-04-17,9999-01-01
59020,Kazunori,Reeker,Development,1987-02-09,9999-01-01
59023,Hatsukazu,Pashtan,Human Resources,1994-03-12,9999-01-01
59024,Fumiyo,Benaini,Human Resources,1995-12-21,9999-01-01
59025,Oddvar,Demir,Production,1996-07-25,9999-01-01
59029,Krassimir,Cmelik,Finance,1988-11-12,9999-01-01
59032,Uinam,Pusterhofer,Development,1992-10-20,9999-01-01
59043,Berry,Preusig,Customer Service,1998-04-29,9999-01-01
59047,Jiong,Botman,Development,1985-04-03,9999-01-01
59060,Pohua,Jakobus,Customer Service,1986-01-15,9999-01-01
59061,Shalesh,Lyonns,Human Resources,1990-06-26,9999-01-01
59066,Abdulla,Mitina,Sales,1999-07-13,9999-01-01
59068,Weiyi,Erva,Production,1996-04-13,9999-01-01
59072,Sadok,Sigstam,Production,1993-10-24,9999-01-01
59073,Roded,Zockler,Finance,1991-09-21,9999-01-01
59078,Licheng,Larfeldt,Development,1988-12-01,9999-01-01
59087,Shakhar,Erdmenger,Sales,1996-07-10,9999-01-01
59089,Ramya,Zirintsis,Development,1997-06-23,9999-01-01
59090,Yuguang,Frezza,Marketing,1996-12-25,9999-01-01
59093,Sanjoy,Impagliazzo,Customer Service,1995-12-31,9999-01-01
59094,Adin,McDermid,Development,1986-01-03,9999-01-01
59096,Alexius,Leivant,Sales,1998-12-23,9999-01-01
59099,Howell,Shimshoni,Production,1997-02-21,9999-01-01
59107,Anneke,Constantine,Quality Management,1985-04-03,9999-01-01
59109,Tesuya,Morrey,Production,2001-11-09,9999-01-01
59113,Lillian,Debuse,Marketing,1988-12-18,9999-01-01
59114,Xumin,Vieri,Sales,1998-04-01,9999-01-01
59118,Margo,Back,Marketing,2001-07-18,9999-01-01
59121,Quingbo,Trumbly,Customer Service,1985-12-09,9999-01-01
59123,Margareta,Magalhaes,Research,1985-10-19,9999-01-01
59125,Hyuckchul,Menhardt,Development,1996-06-06,9999-01-01
59128,Jianwen,Lorho,Quality Management,1988-03-21,9999-01-01
59130,Mingsen,Baja,Production,1991-10-25,9999-01-01
59134,Atreyi,Salvesen,Development,1999-04-13,9999-01-01
59142,Murthy,Haraldson,Production,1989-11-19,9999-01-01
59143,Taegyun,Demir,Marketing,1991-07-14,9999-01-01
59145,Tzu,Birch,Development,1994-01-13,9999-01-01
59155,Larisa,Crooks,Development,1998-01-29,9999-01-01
59161,Martijn,Goodrum,Development,1995-08-04,9999-01-01
59166,Charlene,Bernardinello,Development,1988-12-06,9999-01-01
59176,Teiji,Suessmith,Sales,1988-01-09,9999-01-01
59183,Kotesh,Cronau,Development,1990-09-12,9999-01-01
59192,Luisa,Schusler,Production,1992-07-19,9999-01-01
59197,Wilmer,Granlund,Development,1995-06-10,9999-01-01
59203,Youngkon,Bernini,Production,1995-08-07,9999-01-01
59206,Shan,Wroclawski,Customer Service,1996-03-21,9999-01-01
59210,Florian,Carrera,Production,1987-12-28,9999-01-01
59211,Lenore,Businaro,Production,1998-06-09,9999-01-01
59212,Koldo,Jeong,Sales,1986-04-21,9999-01-01
59219,Shounak,Peroz,Production,1995-02-18,9999-01-01
59224,Bartek,Rusterholz,Production,1997-03-06,9999-01-01
59227,Adly,Ruemmler,Research,1997-04-04,9999-01-01
59230,Oscar,Krichel,Research,1987-10-18,9999-01-01
59236,Siamak,Yurek,Production,1988-12-18,9999-01-01
59237,Gen,Lundstrom,Customer Service,1997-11-01,9999-01-01
59238,Moni,Braunschweig,Sales,1999-08-04,9999-01-01
59242,Fun,Peak,Sales,1996-05-19,9999-01-01
59245,Nahla,Greibach,Human Resources,1998-05-13,9999-01-01
59248,Zhanqiu,Krzyzanowski,Quality Management,1998-01-26,9999-01-01
59250,Toong,Arlazarov,Development,1995-10-29,9999-01-01
59256,Tsvetan,Emiris,Development,1994-09-09,9999-01-01
59268,Berry,Besancenot,Customer Service,1997-01-01,9999-01-01
59279,Genevieve,Jeong,Marketing,1997-12-22,9999-01-01
59283,Stevo,Bisiani,Development,1987-06-22,9999-01-01
59289,Yucel,Sridhar,Sales,1997-02-24,9999-01-01
59294,Shietung,Mitchem,Production,1998-10-02,9999-01-01
59295,Subbu,Ducloy,Sales,1985-08-08,9999-01-01
59299,Toney,Isaak,Production,1998-06-17,9999-01-01
59309,Dannz,Sury,Sales,1992-05-26,9999-01-01
59311,Renee,Shiratori,Production,1998-05-07,9999-01-01
59312,Divier,Verhoeff,Human Resources,1995-01-13,9999-01-01
59313,Jacqueline,Bisiani,Development,1989-06-27,9999-01-01
59315,Tadanori,Schahn,Marketing,1995-05-16,9999-01-01
59317,Shirish,Taneja,Sales,1994-09-10,9999-01-01
59319,Sarita,Gils,Finance,1998-07-24,9999-01-01
59322,Beshir,Cools,Development,1989-12-30,9999-01-01
59323,Hein,Marciano,Production,1988-02-23,9999-01-01
59331,Izaskun,Broder,Development,1996-02-24,9999-01-01
59333,Fay,Ratnaker,Sales,1991-05-26,9999-01-01
59342,Babette,Colorni,Sales,1987-12-10,9999-01-01
59346,Armond,Monkewich,Customer Service,2000-10-17,9999-01-01
59348,Jackson,Heemskerk,Production,1987-07-07,9999-01-01
59349,Martijn,Bail,Development,1988-01-03,9999-01-01
59351,Yannik,Ghemri,Development,1995-12-07,9999-01-01
59355,Shigeaki,Kinley,Development,1999-12-18,9999-01-01
59356,Lorien,Belinskaya,Development,1999-02-17,9999-01-01
59358,Arvind,Passino,Production,1993-04-26,9999-01-01
59368,Younwoo,Baar,Development,1994-05-07,9999-01-01
59374,Zhaofang,Bardell,Marketing,1991-02-26,9999-01-01
59379,Zsolt,Rajala,Development,1998-12-03,9999-01-01
59380,Zvonko,Berendt,Sales,1990-12-20,9999-01-01
59391,Qunsheng,Plessier,Production,1996-02-08,9999-01-01
59393,Rajmohan,Zaccaria,Customer Service,1992-01-12,9999-01-01
59395,Richard,Karunanithi,Production,1996-09-13,9999-01-01
59397,Elrique,Chachaty,Development,1999-02-21,9999-01-01
59400,Chinya,Giaccio,Human Resources,1985-08-24,9999-01-01
59403,Spyrose,Fabrizio,Production,1992-08-21,9999-01-01
59409,Mechthild,Reeken,Quality Management,1987-09-01,9999-01-01
59413,Huei,Albarhamtoshy,Sales,1986-01-18,9999-01-01
59414,Yuping,Kolvik,Finance,1985-08-03,9999-01-01
59433,Barna,Koshiba,Sales,1999-12-13,9999-01-01
59434,Saddek,Smailagic,Sales,1988-07-18,9999-01-01
59435,Serge,Baig,Development,1987-02-06,9999-01-01
59450,Goncalo,Highland,Customer Service,1990-08-18,9999-01-01
59456,Kazuhiko,Shumilov,Production,1994-05-07,9999-01-01
59462,Lech,Bale,Human Resources,1999-01-09,9999-01-01
59463,Wuxu,Nergos,Development,1991-03-22,9999-01-01
59464,Selwyn,Koyama,Sales,1990-05-23,9999-01-01
59466,Gila,Kornatzky,Marketing,1995-09-13,9999-01-01
59468,Kendra,Narlikar,Finance,2000-04-03,9999-01-01
59470,Ziyad,Ghelli,Sales,1987-02-11,9999-01-01
59471,Katsuo,Hiyoshi,Finance,1987-01-22,9999-01-01
59475,Palash,Dahlbom,Production,1990-10-14,9999-01-01
59480,Giordano,Esteva,Sales,1996-06-11,9999-01-01
59485,Ravishankar,Birrer,Sales,1993-05-12,9999-01-01
59488,Saeko,Montresor,Production,2000-01-21,9999-01-01
59490,Vasilis,Anido,Quality Management,1993-03-02,9999-01-01
59494,Ayakannu,Demos,Development,1997-05-10,9999-01-01
59496,Valery,Hebden,Development,1989-10-11,9999-01-01
59499,Lijie,Furedi,Sales,1991-12-08,9999-01-01
59505,Franziska,Pagter,Development,1992-10-02,9999-01-01
59507,Falguni,Bala,Human Resources,1986-03-13,9999-01-01
59509,Vishwani,Schueller,Production,1997-05-06,9999-01-01
59510,Shuichi,Bouloucos,Sales,1988-01-14,9999-01-01
59513,Xiaoheng,Rosaz,Development,1986-10-02,9999-01-01
59514,Palash,Camarinopoulos,Marketing,1998-10-05,9999-01-01
59520,Babette,Montresor,Development,1988-09-25,9999-01-01
59530,Zhonghui,Ranon,Finance,1986-10-06,9999-01-01
59537,Yefim,Pargaonkar,Development,1987-05-23,9999-01-01
59538,Constantijn,Stiles,Development,1988-04-07,9999-01-01
59539,Kwun,Slutz,Sales,1992-05-29,9999-01-01
59540,Bader,Whitcomb,Human Resources,1997-12-02,9999-01-01
59543,Behnaam,Molenaar,Sales,1990-01-04,9999-01-01
59553,Aruna,Hockney,Customer Service,1991-02-02,9999-01-01
59555,Augustine,Peot,Customer Service,1995-05-05,9999-01-01
59560,Shuho,Roisin,Sales,1991-08-20,9999-01-01
59566,Vugranam,Krybus,Quality Management,1995-11-19,9999-01-01
59567,Richard,Huttel,Customer Service,1986-12-03,9999-01-01
59569,Kazuyasu,Heyers,Development,1995-07-01,9999-01-01
59578,Pramod,Schade,Research,1987-12-20,9999-01-01
59581,Mani,Swab,Production,1986-07-21,9999-01-01
59586,Vidar,Luiz,Finance,1990-12-26,9999-01-01
59593,Xiaoqiu,Steenbeek,Research,1989-07-29,9999-01-01
59602,Toshimo,Stamatiou,Production,1987-05-04,9999-01-01
59606,Ashish,Rodier,Sales,1996-11-14,9999-01-01
59611,Wanqing,Fraisse,Sales,1985-05-08,9999-01-01
59612,Francoise,Aumann,Marketing,1998-01-19,9999-01-01
59622,Caolyn,Thimonier,Human Resources,1997-07-15,9999-01-01
59627,Tianruo,Rabejac,Research,1990-07-06,9999-01-01
59639,Taizo,Clouatre,Quality Management,1993-06-15,9999-01-01
59641,Zhiwei,Guerreiro,Research,2000-09-28,9999-01-01
59649,Henk,Kavanagh,Human Resources,1985-05-24,9999-01-01
59650,Shirish,Servi,Research,1997-04-12,9999-01-01
59659,Leandro,Munke,Marketing,1990-01-17,9999-01-01
59665,Mamdouh,Soloway,Production,1989-06-03,9999-01-01
59676,Zhiwei,Kolvik,Human Resources,1993-03-04,9999-01-01
59684,Qingxiang,Ranst,Development,1988-09-03,9999-01-01
59685,Yongdong,Schurmann,Development,1989-08-13,9999-01-01
59688,Woody,Scharstein,Quality Management,1988-03-30,9999-01-01
59692,Remzi,Kabayashi,Customer Service,1992-05-10,9999-01-01
59699,Mahmut,Benveniste,Finance,1996-11-20,9999-01-01
59700,Arno,Leijenhorst,Research,1990-12-29,9999-01-01
59704,Toong,Makrucki,Production,1987-12-28,9999-01-01
59707,Bezalel,Tyugu,Sales,1987-02-16,9999-01-01
59709,Syozo,Ratzlaff,Customer Service,1989-02-10,9999-01-01
59710,Gennadi,Marchesini,Marketing,1993-09-11,9999-01-01
59723,Josyula,Gluchowski,Finance,1995-09-29,9999-01-01
59734,Adas,Ulupinar,Quality Management,1987-12-26,9999-01-01
59743,Zhenhua,Bakhtari,Development,1987-04-10,9999-01-01
59751,Alois,Gerlach,Quality Management,1999-07-15,9999-01-01
59756,Rimon,Colorni,Marketing,2000-02-05,9999-01-01
59764,Jeane,Wroclawski,Development,1994-06-07,9999-01-01
59766,Ziyad,Nitsch,Finance,1985-06-03,9999-01-01
59767,Kazuhisa,Pell,Development,1999-12-12,9999-01-01
59770,Hatsukazu,Katalagarianos,Research,1999-09-02,9999-01-01
59772,Goetz,Pollacia,Development,1992-04-02,9999-01-01
59783,Volkmar,Raczkowsky,Sales,1997-07-02,9999-01-01
59790,Vishv,Heering,Development,1986-10-30,9999-01-01
59793,Jayson,Tibblin,Sales,1985-03-25,9999-01-01
59799,Ekawit,Jording,Production,1995-07-26,9999-01-01
59804,Xuejia,Siepmann,Development,1996-09-19,9999-01-01
59805,Arco,Yoshimura,Marketing,1996-09-04,9999-01-01
59807,Geraldo,Templeman,Development,1997-05-04,9999-01-01
59824,Xiaoshan,Marwedel,Development,1998-02-06,9999-01-01
59825,Anneli,Constantine,Production,1992-01-03,9999-01-01
59826,Martien,Frolund,Finance,1986-02-17,9999-01-01
59836,Stella,Stifter,Research,1997-03-29,9999-01-01
59841,Pranav,Deverell,Production,1992-06-05,9999-01-01
59854,Dekang,Cherinka,Production,1989-10-15,9999-01-01
59859,Shunichi,Henseler,Production,1985-07-10,9999-01-01
59860,Jiang,Parfitt,Human Resources,1993-01-02,9999-01-01
59864,Garnik,Wynblatt,Human Resources,1987-12-10,9999-01-01
59867,Insup,Uchoa,Development,1994-12-17,9999-01-01
59878,Hitofumi,Gist,Production,1987-11-07,9999-01-01
59879,Amstein,Gronowski,Development,1992-04-30,9999-01-01
59883,Sanjiv,Serov,Quality Management,1987-10-27,9999-01-01
59884,Fan,Przulj,Production,2000-11-17,9999-01-01
59885,Radhika,Danlos,Sales,1999-10-01,9999-01-01
59891,Guttorm,Linnainmaa,Production,1985-02-27,9999-01-01
59898,Gao,Iwayama,Development,1988-07-26,9999-01-01
59899,Toong,Schueller,Development,1997-01-26,9999-01-01
59904,Subhada,Skafidas,Development,1991-11-21,9999-01-01
59906,Joydip,Binding,Quality Management,1996-07-22,9999-01-01
59911,Remco,Bauknecht,Marketing,1993-01-05,9999-01-01
59916,Anneli,Smeets,Quality Management,1988-11-29,9999-01-01
59917,Aris,Majewski,Human Resources,1987-10-21,9999-01-01
59919,Koichi,Aloia,Human Resources,1987-08-30,9999-01-01
59920,Gurbir,Hoogerwoord,Production,1993-05-23,9999-01-01
59922,Volkmar,Rothenberg,Production,1991-07-22,9999-01-01
59927,Sedat,Salverda,Sales,1992-06-27,9999-01-01
59935,Khoa,Marletta,Quality Management,1998-03-29,9999-01-01
59936,Mani,Dehkordi,Production,1993-03-21,9999-01-01
59937,Oddvar,Cardazo,Development,1994-07-13,9999-01-01
59939,Xinyu,Chimia,Development,1997-10-19,9999-01-01
59945,Leen,Kakkad,Quality Management,1998-12-30,9999-01-01
59946,Berhard,Hartvigsen,Customer Service,1999-05-29,9999-01-01
59947,Muzhong,Zolotykh,Development,1990-04-15,9999-01-01
59960,Rance,Daescu,Quality Management,1988-06-14,9999-01-01
59961,Hausi,Poulakidas,Customer Service,1987-10-26,9999-01-01
59972,Padma,Schlegelmilch,Production,1998-07-17,9999-01-01
59974,Sajjad,Merle,Development,1999-09-02,9999-01-01
59978,Mayumi,Usdin,Human Resources,1997-09-28,9999-01-01
59981,Rosita,Merle,Marketing,2001-03-02,9999-01-01
59984,Kwangjo,Angiulli,Research,1994-11-07,9999-01-01
59986,Gererd,Yoshimura,Development,1985-09-08,9999-01-01
59989,Tianruo,Jenevein,Sales,1998-11-02,9999-01-01
59992,Huei,Bael,Production,1992-06-08,9999-01-01
59994,Adin,Nyrup,Development,1992-03-12,9999-01-01
59995,Hein,Zizka,Quality Management,1995-04-10,9999-01-01
59999,Piyush,Spataro,Sales,1987-02-21,9999-01-01
60013,Breannda,Schauser,Development,1989-01-01,9999-01-01
60015,Geoffrey,Badr,Finance,1990-04-16,9999-01-01
60021,Chanjung,Auyong,Research,2001-10-16,9999-01-01
60022,Koichi,Dolinsky,Quality Management,1988-07-25,9999-01-01
60023,Collette,Flasterstein,Production,1998-11-17,9999-01-01
60027,Guenter,Diderrich,Production,1987-08-29,9999-01-01
60028,Kazuhiko,Lieblein,Development,1995-08-22,9999-01-01
60032,Takanari,Stasinski,Sales,1998-04-19,9999-01-01
60034,Xinyu,Schahn,Production,1996-10-19,9999-01-01
60039,Renny,Cappelli,Human Resources,1986-10-09,9999-01-01
60041,Maren,Serna,Production,1991-05-27,9999-01-01
60058,Qingxiang,Gulak,Development,1995-05-21,9999-01-01
60060,Anyuan,Ramamoorthy,Marketing,1997-01-03,9999-01-01
60062,Arlette,Doering,Human Resources,1996-07-20,9999-01-01
60068,Giap,Plavsic,Development,1989-05-30,9999-01-01
60071,Sariel,Matheson,Quality Management,1985-09-26,9999-01-01
60072,Dekang,Luke,Customer Service,1986-09-29,9999-01-01
